parcel_id,ai_review_score,investment_category,manual_review_flag,recommendation,development_opportunity_flag,development_opportunity_reason,reasoning_summary,key_risks,missing_information,next_due_diligence_step,confidence_level
44200-02-11-01060,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly low despite strong project-level investment.,"The property at 34 W 50 ST N in Tulsa is a residential improvement (R IMP) lot in the City of Tulsa with a low bid cost of 3,286.33 and high data confidence, including a clear parcel ID, address, and legal description (LT 16 BLK 5, VALLEY VIEW ACRES). Rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate, driven by strong bid price and property clarity signals. However, the ZIP is unknown and there is no confirmed overlap with the major Meta/Fair Oaks development, so broader value and neighborhood conditions remain uncertain and require human review.",Unknown ZIP and surrounding value; no clear development overlap with the cited Meta data center project; crime risk and neighborhood quality are unknown; actual condition and usability of the residential improvement are not described.,Exact ZIP code; current structure condition and occupancy; detailed neighborhood and surrounding property values; crime and code enforcement history; utility status and access; any liens or additional encumbrances beyond the tax auction context.,"Confirm the precise location and ZIP, then pull recent comparable sales and rental data for Valley View Acres and nearby blocks, followed by a physical or street-level inspection to verify the condition and occupancy status of the residential improvement.",High
17675-02-24-07570,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with no street, corridor, neighborhood, or ZIP match.","The parcel at 750 E 32 PL N in Tulsa is a residential improved (R IMP) property with a relatively low bid cost of 3310.33 and high extraction/data confidence. Address and parcel information are clear, and the rule-based system already scores it as a Strong Manual Review Candidate. However, the only cited development (Meta data center at Fair Oaks Innovation Park) has no clear match to this location, so broader development-driven upside is uncertain.",ZIP code is unknown; no confirmed surrounding value or crime data; no clear overlap with major development activity; development upside not clearly supported; limited context on structure condition or neighborhood quality despite R IMP classification.,"Exact ZIP code; any structure details (age, size, condition); neighborhood and surrounding value indicators; crime risk specifics; confirmation of utilities and access; any liens or encumbrances beyond tax status.","Manually verify the parcel’s exact location and ZIP, confirm that the R IMP classification corresponds to an existing usable structure, and check local comparables and neighborhood conditions to assess whether the low bid cost aligns with market value and risk.",High
25500-03-29-06060,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with No Clear Match.,"The parcel at 2625 E TECUMSEH ST N in Tulsa has high data confidence, a complete address, and a clear residential improvement (R IMP) designation. The bid cost of 3310.33 is relatively low for an improved residential property, which supports potential value relative to cost. Rule-based scoring (6.8) already classifies it as a Strong Manual Review Candidate. However, the matched development (Meta data center at Fair Oaks Innovation Park) has no street, corridor, neighborhood, or ZIP overlap, so it does not materially enhance this parcel’s priority. Unknown ZIP and lack of surrounding value data introduce uncertainty but do not negate the appeal created by the low bid and clear property type.",ZIP code is unknown; no clear evidence of nearby public or private investment uplift; surrounding value and crime risk are unknown; owner name is unknown; no detail on structure condition or occupancy despite R IMP classification.,"Exact ZIP code; neighborhood and surrounding property values; physical condition and age of the residential improvement; zoning specifics beyond R IMP label; access, utilities, and any code or lien issues; confirmation of proximity (or lack thereof) to the Fair Oaks Innovation Park corridor.","Verify parcel location and ZIP in county GIS, then pull assessor and code-enforcement records to confirm structure details, occupancy status, and any liens or violations before considering a bid at or above 3310.33.",High
17675-02-24-08030,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with No Clear Match.,"The parcel at 3130 N HARTFORD PL E in Tulsa is a residential improved property (R IMP) with a low bid cost of 3311.00 and high extraction confidence, indicating usable address and parcel data. Rule-based scoring is 6.8 and explicitly categorizes it as a Strong Manual Review Candidate. However, the only cited development—the Meta data center at Fair Oaks Innovation Park—has no street, neighborhood, or ZIP overlap, so it does not substantively raise this parcel’s priority beyond the baseline rule-based score.","ZIP code is unknown; surrounding value and crime risk are unknown; no confirmed nearby public or private investment; development upside is not clearly supported by the matched project; reliance on tax auction data only with no condition, occupancy, or title details.",Exact ZIP code; neighborhood and surrounding property values; property condition and occupancy status; title issues or liens beyond tax delinquency; zoning specifics beyond R IMP classification; any local infrastructure or corridor plans directly affecting Hartford Hills Addn.,"Confirm exact location and ZIP, then pull local assessor and GIS records for Hartford Hills Addn to verify structure details, zoning, and recent sales or value trends before deciding on bidding strategy.",High
44200-02-11-03380,7.2,Strong Manual Review Candidate,True,Research First,False,"The only cited development is the Meta Tulsa Data Center at Fair Oaks Innovation Park, which has no clear street, neighborhood, or ZIP overlap with this parcel; development signal is therefore low.","The parcel at 4627 N BOSTON AV E is a residential improvement (R IMP) lot in the City of Tulsa with a reported lot size of 7,020 and a low bid cost of 3311.00. Address and parcel data quality are strong and extraction confidence is high, making the asset clearly identifiable for follow-up. Rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate, driven by the attractive bid price and good data clarity. However, the ZIP code and surrounding value context are unknown, and the only referenced development project has no clear geographic overlap, limiting evidence of broader appreciation drivers.",Unknown ZIP code and surrounding value context; no clear linkage to the cited Meta/Fair Oaks development; crime risk and neighborhood quality are unknown; owner name is unknown; limited information on the condition or specific characteristics of the residential improvement beyond lot size and basic classification.,Exact ZIP code; neighborhood and surrounding property value context; condition and age of the residential improvement; occupancy status; any code violations or liens beyond tax status; crime and school context; proximity to employment centers or corridors not covered by the provided development intelligence.,"Manually verify the parcel’s exact location and ZIP, inspect recent sales and assessed values for nearby residential parcels in Valley View Acres, and obtain any available data on structure condition and occupancy to determine whether the low bid cost reflects distress, neighborhood risk, or a potential value opportunity.",High
25375-03-29-05240,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low despite high project investment.,"The parcel at 3215 E XYLER ST N in Tulsa is a residential improved property (R HS IMP) with a low bid cost of 3,313.80 and a clear legal description (LT 10 BLK 1, MARION TERRACE ADDN, CITY OF TULSA). Rule-based scoring (6.8) and high data confidence, along with complete address and strong property clarity signals, justify manual review. However, the ZIP is unknown and the only cited development (Meta data center) has no clear match to this location, so broader value uplift from that project is uncertain.",Unknown ZIP code; no confirmed surrounding value or crime risk data; development upside not clearly supported due to lack of overlap with the Meta data center area.,Exact ZIP code; neighborhood and surrounding value context; property condition details; confirmation of utilities and occupancy status.,"Verify exact location and ZIP within Tulsa, confirm current structure condition and occupancy for this residential improved lot in Marion Terrace Addn, and check local comps or assessor data to gauge baseline value relative to the 3,313.80 bid.",High
90306-03-06-24020,8.5,Good Investment,True,Research First,True,"High-strength, strong-match signal to major industrial/data center investment (Meta Tulsa Data Center at Fair Oaks Innovation Park) indicating positive broader Tulsa investment momentum, which supports surrounding value despite only corridor-level overlap.","The parcel at 1641 E 56 ST N has a clear parcel ID, complete address, and is classified as R IMP, suggesting existing improvements. The bid cost of 3314.33 is low relative to the indicated value context (106,425 in the raw text) and the rule-based system scores it 8.7 as a Good Investment with strong bid price, address quality, property clarity, and positive surrounding value signals. Development intelligence shows a strong-match, high-strength signal tied to the Meta Tulsa Data Center project in East Tulsa, indicating substantial infrastructure and industrial momentum in the broader Tulsa area. Data confidence is high, and the only flagged rule-based risk is the missing ZIP, which is manageable at the manual review stage.","ZIP code is unknown, so precise neighborhood and micro-market context are not yet verified; legal description is abbreviated and should be confirmed for exact boundaries; R IMP status and any structures or improvements are not described in detail; crime risk is unknown.","Exact ZIP code and neighborhood context; on-the-ground condition of any improvements; confirmation of access, utilities, and zoning details; verification of the full legal description and any encumbrances or liens beyond the tax issue.","Verify the parcel’s exact mapped location and ZIP, pull county assessor records for structure details and zoning, confirm the full legal description and title status, and compare recent nearby sales or assessed values to validate the implied value versus the 3314.33 bid cost.",High
24275-93-06-15110,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with no matching street, corridor, neighborhood, or ZIP.","The parcel at 1435 E ADMIRAL BV N has high data confidence, a complete address, and a clear legal description (LT 20 BLK 6, CITY OF TULSA, LYNCH & FORSYTHE'S ADDN). It is classified as C IMP (commercial improvement), suggesting an existing structure, and the bid cost of 3321.66 is relatively low for a commercial-type asset. Rule-based scoring already flags it as a Strong Manual Review Candidate. However, the ZIP is unknown, surrounding value and crime risk are unknown, and there is no confirmed overlap with the cited Meta data center development, so upside from external investment is not clearly supported.","Unknown ZIP and neighborhood context; no quantified surrounding value or crime risk; development intelligence does not clearly apply to this location; owner name unknown; commercial improvement status may imply rehab, code, or functional issues that are not visible from the auction data.",Exact ZIP code and neighborhood context; current use and condition of the commercial improvement; zoning details and any code enforcement or liens beyond taxes; surrounding property values and vacancy levels; confirmation of proximity (or lack thereof) to active investment corridors in Tulsa.,"Verify the precise location and ZIP of 1435 E ADMIRAL BV N, then pull zoning, building condition, and any code or lien history to confirm that the commercial improvement is usable and to assess local rent/sales comps for similar small commercial properties in this addition.",High
44250-02-12-15190,7.2,Strong Manual Review Candidate,True,Research First,False,"Matched Meta Tulsa Data Center project has no clear geographic overlap with this parcel; development signal is explicitly Low with no street, neighborhood, or ZIP match.","The parcel at 549 E 54 PL N in Tulsa is a residential improvement (R IMP) lot in the City of Tulsa, Valley View Acres Third Addition, with a low bid cost of 3327.00 and high extraction/data confidence. Address and legal description are clear, and rule-based scoring (6.8) already categorizes it as a Strong Manual Review Candidate. However, the associated Meta Tulsa Data Center development has no clear locational match, so development upside is not supported by the provided data.","ZIP code is unknown; no quantified surrounding value or crime risk; development upside is not clearly supported due to lack of overlap with the cited industrial/data center project; residential improvement details (size, condition, occupancy) are not provided.","Exact ZIP code; property physical characteristics (structure size, age, condition); occupancy status; surrounding property values; local crime and neighborhood quality indicators; confirmation of any closer public or private investment activity specific to this neighborhood.","Verify the precise location and ZIP, then pull county assessor records and recent nearby sales/assessed values for Valley View Acres Third Addition to confirm structure details, neighborhood stability, and whether the low bid cost reflects distress, condition issues, or simply tax delinquency.",High
29650-03-07-03460,7.1,Strong Manual Review Candidate,True,Research First,False,"The only cited project is the Meta Tulsa Data Center at Fair Oaks Innovation Park, which has no clear street, neighborhood, or ZIP overlap with this parcel; development signal is explicitly Low.","The parcel at 1338 E 54 ST N in Tulsa is a residential improvement (R IMP) lot in the Northridge Addition with a low bid cost of 3,327.66 and high extraction/data confidence. Address and parcel details are clear, and rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. However, the matched Meta data center project has no clear geographic overlap, and surrounding value and crime risk are unknown, so the asset cannot be elevated to Good Investment based on current information.",Unknown ZIP code; no verified overlap with major development activity; surrounding value and crime risk are unknown; owner listed as Unknown; limited detail on structure condition or occupancy despite R IMP classification.,"Exact ZIP code; any structure details (size, age, condition, occupancy); zoning specifics beyond R IMP label; recent comparable values or tax assessments; neighborhood crime and stability indicators; confirmation of utilities and access.","Confirm parcel location and ZIP via county GIS, then pull assessor records for structure details and recent valuations; follow with a quick neighborhood and street-level review to assess physical condition and surrounding land use before setting a maximum bid.",High
53825-02-02-01310,7.1,Strong Manual Review Candidate,True,Research First,False,"Nearby Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with no street, corridor, neighborhood, or ZIP match.","Parcel 53825-02-02-01310 at 7 E 63 ST N in Tulsa is a residential improvement (R IMP) lot in the CITY OF TULSA, NORTHGATE SECOND ADDN, with a relatively low bid cost of 3327.66 and high extraction confidence. Address and parcel data are clear, and rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. However, ZIP and surrounding value signals are unknown, and the only cited development (Meta data center at Fair Oaks Innovation Park) has no clear match to this location, so broader upside from that project is not supported by the data provided.",Unknown ZIP and surrounding value; no quantified crime or neighborhood risk; development upside not clearly supported by the cited Meta data center project; limited detail on structure condition beyond R IMP classification.,Exact ZIP code; condition and age of the residential improvement; neighborhood and comparable value context; confirmation of utilities and access; any code enforcement or nuisance issues.,"Manually verify the exact location and ZIP, then pull neighborhood sales/rent comps and any available condition or code-enforcement data for NORTHGATE SECOND ADDN around 7 E 63 ST N to assess whether the low bid cost aligns with local values and risks.",High
46465-92-11-31880,7.2,Strong Manual Review Candidate,True,Research First,False,No clear geographic overlap with the Meta Tulsa Data Center at Fair Oaks Innovation Park; development match is explicitly marked as No Clear Match and development signal is Low.,"The parcel at 2034 S PHOENIX AV W in the WEST TULSA TOWNHOUSE ADDN is a residential improvement (R IMP) with a low bid cost of 3,329.00 and high extraction/data confidence. Address and legal description (LT 30 BLK 1 CITY OF TULSA) are clear, supporting basic usability for further research. Rule-based scoring already categorizes it as a Strong Manual Review Candidate, driven by low entry price and strong property clarity. However, the matched development intelligence (Meta data center in East Tulsa/Fair Oaks Innovation Park) has no clear locational overlap with this West Tulsa townhouse area, so it does not materially enhance the investment thesis.","ZIP code is unknown, limiting quick neighborhood and comp assessment; no confirmed surrounding value or crime data; development upside is not clearly supported by the cited industrial/data center project; current physical condition, occupancy status, and code/ lien issues are unknown; owner name is listed as Unknown, which may signal title or record irregularities that require verification.",Exact ZIP code; current structure condition and habitability; occupancy/tenant status; any code violations or municipal liens; recent comparable sales or rental demand in WEST TULSA TOWNHOUSE ADDN; confirmation of clear title and accurate ownership records.,"Verify parcel details and ZIP with the Tulsa County Assessor/Clerk, then pull property card, aerials, and any code enforcement history for 2034 S PHOENIX AV W to assess structure condition and neighborhood context before bidding.",High
91316-13-16-06210,8.5,Good Investment,True,Research First,True,"High-strength match to Meta Tulsa Data Center at Fair Oaks Innovation Park with over $1B in planned investment and significant local infrastructure improvements, indicating strong industrial momentum near the parcel.","The parcel at 10428 N YALE AV E has a low bid cost of 3339.41 relative to the indicated value signal (86,698) and is classified as B IMP with clear legal description and unplatted 1.99 acres in Tulsa County. Rule-based scoring is high (8.7) with strong signals for bid price, address quality, property clarity, and surrounding value. Development intelligence shows a strong, high-confidence match to the Meta Tulsa Data Center at Fair Oaks Innovation Park, with a high development signal and substantial infrastructure investment nearby. These factors collectively justify elevating the parcel for manual review despite some missing location details.","ZIP and city are unknown, limiting precise location and comparables; property type B IMP is not further described, so existing improvements and usability are unclear; crime risk is unknown; unplatted status may require additional entitlement or access verification.","Exact ZIP and city; detailed site characteristics (access, utilities, zoning specifics, current use); confirmation of proximity and direct benefit to the Fair Oaks Innovation Park infrastructure; condition and nature of any existing improvements.","Verify exact mapped location and zoning of the 1.990-acre tract relative to Fair Oaks Innovation Park and the Meta data center, confirm legal access and utilities, and obtain county records or aerial imagery to identify existing improvements and potential industrial or support-use alignment.",High
91236-12-36-01030,8.8,Strong Manual Review Candidate,True,Research First,True,Strong Match to the Meta Tulsa Data Center at Fair Oaks Innovation Park with a High investment signal suggests positive surrounding value and infrastructure momentum that may benefit this parcel.,"The parcel at 7403 N IROQUOIS AV E has high data confidence, a complete address, and a clear property type (R HS IMP) with a strong property clarity signal. The bid cost of 3357.23 is low relative to the referenced value figure (297,079), and the rule-based system scores it 8.7 in the Good Investment range. Development intelligence shows a Strong Match to the Meta Tulsa Data Center at Fair Oaks Innovation Park with High investment signal strength, indicating significant nearby industrial investment and infrastructure improvements that may enhance long-term value. The main downside is the missing ZIP and unknown owner name, but overall the combination of low bid, clear parcel data, and strong development signal justifies a high-priority manual review rather than an automatic Good Investment classification.",ZIP code is unknown; owner name is unknown; exact proximity to the Meta data center and Fair Oaks Innovation Park is not specified; crime risk is unknown; legal description references multiple exceptions (LESS S330 THEREOF & LESS W30 TULSA COUNTY) that require verification of actual usable acreage.,"Exact ZIP code; confirmation of physical condition and current use of the residential improvements; precise distance and access to Fair Oaks Innovation Park and the Meta data center; verification of net acreage after the legal description carve-outs; any title issues, liens, or encumbrances beyond tax status; zoning confirmation for current and potential uses.","Obtain county GIS and assessor records for parcel 91236-12-36-01030 to confirm boundaries, net acreage, improvements, zoning, and ZIP; then map the parcel relative to Fair Oaks Innovation Park and the Meta Tulsa Data Center to quantify proximity and access before proceeding to title and on-site condition checks.",High
24200-03-28-04080,7.2,Strong Manual Review Candidate,True,Research First,False,Matched Meta Tulsa Data Center project has no clear geographic overlap with this parcel; development signal is explicitly Low and match strength is No Clear Match.,"The property at 1803 N INDIANAPOLIS AV is a residential improved parcel (R HS IMP) with a low bid cost of 3365.01 and high extraction confidence. Address and legal description (LT 13 BLK 12 E, LOUISVILLE HGTS ADDN, CITY OF TULSA) are clear, supporting basic usability. Rule-based scoring already flags it as a Strong Manual Review Candidate, driven by low bid price and strong property clarity. However, the only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no street, corridor, neighborhood, or ZIP overlap, so it does not materially enhance this parcel’s priority.",ZIP and city details for the specific address are not provided; surrounding value and crime risk are unknown; no confirmed nearby public/private investment; development upside not clearly supported; owner name unknown.,"Exact ZIP code; confirmation of on-site structure condition despite R HS IMP classification; neighborhood-level value and crime context; verification of access, utilities, and any code or lien issues beyond tax status.","Manually verify parcel location and neighborhood context in Tulsa records, confirm existing improvements and condition for LT 13 BLK 12 E in LOUISVILLE HGTS ADDN, and check for additional liens or code violations to validate whether the low bid cost aligns with realistic resale or rental potential.",High
12175-92-03-02290,7.2,Strong Manual Review Candidate,True,Research First,False,The only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear geographic overlap with this parcel; development signal is explicitly Low with a No Clear Match.,"The parcel at 3034 W CAMERON ST N in Tulsa is a residential improvement (R IMP) lot with a relatively low bid cost of 3,366.33 and high extraction/data confidence. Address and legal description (LT 1 BLK 11, EASTON HGTS ADDN, CITY OF TULSA) are clear, supporting basic usability and making it suitable for deeper review. However, ZIP and surrounding value indicators are unknown, and the only referenced major development in Tulsa has no clear match to this location, limiting evidence of external upside.",Unknown ZIP and surrounding value; no clear overlap with the cited Meta/Fair Oaks development; crime risk and neighborhood quality are unknown; owner listed as Unknown may complicate title research; lack of explicit land size or structure details beyond R IMP classification.,Exact ZIP code; parcel size and any building details; neighborhood and surrounding property values; crime and code enforcement history; confirmation of utilities and access; detailed title status beyond tax auction context.,"Verify parcel location and ZIP via county GIS, then pull assessor records for structure details and market value, followed by a title search to confirm liens or encumbrances and a quick neighborhood and sales comp check around EASTON HGTS ADDN.",High
07675-02-13-01590,7.2,Strong Manual Review Candidate,True,Research First,False,"No Clear Match to the Meta Tulsa Data Center / Fair Oaks Innovation Park project; no street, corridor, neighborhood, or ZIP overlap, so nearby industrial investment does not clearly enhance this parcel’s priority.","The parcel at 4013 N ELGIN AV E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3,368.32 and high extraction confidence. Address and legal description are usable, and rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. However, the ZIP is unknown and there is no clear overlap with the cited Meta data center development area, so development-driven upside is uncertain. Overall, the combination of low entry cost and clear property type justifies manual review, but not classification as a Good Investment at this stage.","Unknown ZIP code and surrounding value context; no clear development overlap with the Meta data center project; development signal is Low; broader neighborhood conditions, property condition, and marketability are not provided; ownership listed as Unknown may indicate potential title or notification complexities.",Exact ZIP code and neighborhood context; current physical condition of the residential improvement; occupancy status; detailed surrounding property values or comps; any code violations or liens beyond the tax issue; confirmation of lot dimensions and access; clarity on ownership/title beyond 'Unknown'.,"Verify the precise location and ZIP, then pull local property records to confirm structure type, condition, and any additional liens or code issues; assess neighborhood sales and rent levels to determine whether the low bid cost aligns with realistic resale or rental potential.",High
04550-03-32-02430,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with no matching street, neighborhood, or ZIP.","The parcel at 813 N FLORENCE AV E in Tulsa has high data confidence, a complete address, and a clear legal description (LT 4 BLK 1 CITY OF TULSA | BOYCE SUB W/2 L16 GARDEN ACRES SUB). It is classified as R IMP, indicating a residential improvement, and the bid cost is relatively low at 3368.99, which aligns with the rule-based Strong Manual Review Candidate score of 6.8. However, the ZIP code is unknown and there is no confirmed overlap with the major Meta data center development, so upside from nearby investment is not supported by the provided data.",Unknown ZIP and surrounding value context; no clear development or infrastructure overlap to support appreciation; limited information on the condition or exact nature of the residential improvement; potential neighborhood and crime risks are unknown.,"ZIP code; detailed neighborhood context; property condition and occupancy status; structure details (size, age, configuration); confirmation of utilities and access; any code violations or liens beyond tax delinquency.","Verify the exact location and ZIP, then pull local property records and recent sales on N Florence Ave and within Boyce Sub/Garden Acres to confirm neighborhood quality, structure details, and potential resale or rental value relative to the 3368.99 bid.",High
26250-92-05-02570,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with No Clear Match.,"The property at 4914 W 1 ST S in Tulsa is a residential improvement (R IMP) lot in the City of Tulsa, Mayfair Addition, with a low bid cost of 3382.32 and high extraction/data confidence. Address and parcel data are complete and clear, and rule-based scoring (6.8) already classifies it as a Strong Manual Review Candidate. However, the only cited development—the Meta data center at Fair Oaks Innovation Park—has no street, neighborhood, or ZIP overlap, so it does not materially raise this parcel’s priority for development-driven upside.",ZIP code is unknown; no confirmed surrounding value or crime data; development upside is not clearly supported due to lack of overlap with the cited Meta data center project; overall area value context is unknown.,"Exact ZIP code; any details on structure condition or occupancy; surrounding property values and neighborhood context; confirmation of access, utilities, and any code or lien issues beyond the tax auction.","Verify the precise location and ZIP of 4914 W 1 ST S within Mayfair Addition, then pull local comparables and basic condition/occupancy checks to assess whether the low bid on this residential improvement aligns with typical values in that micro-area.",High
44225-02-12-10920,7.2,Strong Manual Review Candidate,True,Research First,False,"Matched Meta Tulsa Data Center project has no clear geographic overlap with this parcel; development signal is explicitly Low with no street, corridor, neighborhood, or ZIP match.","The property at 5308 N FRANKFORT PL E in Tulsa is a residential improved (R IMP) lot in Valley View Acres Second Addition, with a low bid cost of 3,386.99 and high extraction confidence. Address and parcel data are complete and clear, and rule-based scoring (6.8) already flags it as a Strong Manual Review Candidate. However, the ZIP and surrounding value context are unknown, and the only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear location match, so development-driven upside is not supported by the provided data.",Unknown ZIP code and surrounding value; no confirmed development or infrastructure overlap; crime risk estimate unknown; development signal explicitly Low; owner listed as Unknown may indicate title or contact complexity.,Exact ZIP code; current and recent assessed value or market comparables; structure details and condition for the R IMP classification; neighborhood and surrounding land use context; any liens or additional encumbrances beyond tax status; crime and school context.,"Verify parcel details with Tulsa County records (including ZIP, assessed value, and improvement characteristics) and pull recent sales or assessment data for Valley View Acres Second Addition to gauge realistic value relative to the 3,386.99 bid.",High
29625-02-36-21010,7.2,Strong Manual Review Candidate,True,Research First,False,"The only cited development is the Meta Tulsa Data Center at Fair Oaks Innovation Park, which has no street, corridor, neighborhood, or ZIP overlap with this parcel and is explicitly tagged as No Clear Match, so it should not be treated as a direct development upside signal for this property.","The parcel at 419 E NEWTON PL N in Tulsa has a low bid cost of 3388.99 and is clearly identified as a residential improvement (R IMP) with a high extraction confidence and complete address, which supports potential value relative to the entry price. Rule-based scoring already flags it as a Strong Manual Review Candidate, and there are no major data quality issues aside from the missing ZIP code. However, the matched development (Meta data center at Fair Oaks Innovation Park) has no clear geographic overlap, and surrounding value and crime risk are unknown, so the property cannot be elevated to Good Investment based on current information.",ZIP code is unknown; no confirmed overlap with major development activity; surrounding value and crime risk are unknown; actual condition and usability of the residential improvement are not described.,"Exact ZIP code; on-the-ground condition of the residential improvement; neighborhood quality and surrounding property values; local crime and nuisance factors; confirmation of utilities, access, and any code or lien issues beyond taxes.","Verify the precise location and ZIP, then pull neighborhood comparables and recent sales/rent data for nearby residential properties, followed by a physical or virtual inspection check for structure condition, occupancy, and any code enforcement or lien records.",High
10450-03-19-50550,7.2,Strong Manual Review Candidate,True,Research First,False,The only cited development (Meta Tulsa Data Center at Fair Oaks Innovation Park) has no clear geographic overlap with this parcel; development signal is explicitly Low.,"The parcel at 3128 N TROOST PL E is a residential improved property (R HS IMP) in the City of Tulsa with a low bid cost of 3389.11 and a clear legal description (LT 6 BLK 1, CUL-DE-SAC LANE ADDN). Address and parcel data quality are strong and extraction confidence is high, supporting further review. However, the ZIP code and surrounding value context are unknown, and the matched development project has no street, corridor, neighborhood, or ZIP overlap, so development upside is not supported by the provided data.",Unknown ZIP and surrounding value; no confirmed development overlap or documented value drivers; crime risk and neighborhood quality are unknown; owner listed as Unknown may complicate title or notification history.,Exact ZIP code; neighborhood and surrounding property values; physical condition of improvements; occupancy status; code enforcement or nuisance history; detailed title status beyond tax auction; proximity to any other public or private investments not listed here.,"Verify the precise location and ZIP, then pull local sales and rent comps and any code or nuisance records for 3128 N TROOST PL E to assess neighborhood quality and improvement condition before bidding.",High
28025-93-11-08980,7.2,Strong Manual Review Candidate,True,Research First,False,Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear geographic overlap with this parcel; development signal is explicitly Low with a No Clear Match designation.,"The parcel at 1942 S 74 AV E, Tulsa, is classified as R HS IMP (residential improved) with a low bid cost of 3392.99 and high extraction confidence, indicating a likely usable residential asset at a relatively low entry price. Address quality and property clarity are both strong, and rule-based scoring (6.8) already tags it as a Strong Manual Review Candidate. However, the ZIP code is unknown, surrounding value and crime risk are unknown, and the only cited development (Meta data center at Fair Oaks Innovation Park) has no street, neighborhood, or ZIP overlap, so external upside from that project is not supported.",Unknown ZIP and neighborhood context; no confirmed surrounding value or crime data; development upside from the cited Meta project is not clearly applicable; owner listed as Unknown may complicate title research; lack of additional property details beyond R HS IMP and lot/block description.,Exact ZIP code; neighborhood and school context; condition of improvements; lot size and building size; current occupancy or vacancy; any code violations or liens beyond tax; more precise proximity to employment centers or corridors; crime and surrounding value indicators.,"Confirm parcel location and ZIP via county GIS, then pull full assessor record (structure details, year built, square footage, land size, and any noted condition issues) and run a preliminary title and lien check to verify that only the referenced tax delinquency is outstanding.",High
37650-02-12-04250,7.2,Strong Manual Review Candidate,True,Research First,False,"Meta Tulsa Data Center at Fair Oaks Innovation Park has no clear street, neighborhood, or ZIP overlap with this parcel; development signal is explicitly Low.","The parcel at 834 E 53 ST N in the City of Tulsa is a residential improved (R IMP) lot in SHARON HGTS ADDN with a clear legal description (LOT-10-BLK-4) and high extraction confidence. The bid cost of 3394.99 is relatively low, and rule-based scoring (6.8) already categorizes it as a Strong Manual Review Candidate, supported by strong property clarity and complete address data. However, the ZIP is unknown, surrounding value and crime risk are unknown, and the only cited development (Meta data center at Fair Oaks Innovation Park) has no clear geographic match, so development-driven upside cannot be assumed.",Unknown ZIP code; no quantified surrounding value or crime risk; development intelligence shows no clear overlap with major investment areas; limited context on property condition despite R IMP classification; potential neighborhood or market risk not captured in the provided data.,"Exact ZIP code; neighborhood and market context; property condition and occupancy status; any code violations or liens beyond tax status; comparable values or rent levels; confirmation of proximity, if any, to other public or private investments not listed here.","Verify the precise location and ZIP, then pull local comps and neighborhood data to assess surrounding values and risk profile; confirm physical condition and any additional encumbrances before bidding.",High
