parcel_id,ai_review_score,investment_category,manual_review_flag,recommendation,development_opportunity_flag,development_opportunity_reason,reasoning_summary,key_risks,missing_information,next_due_diligence_step,confidence_level
10450-03-19-50550,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improved parcel (R HS IMP) in the City of Tulsa with a clear address, legal description (LT 6 BLK 1, CUL-DE-SAC LANE ADDN), and high extraction confidence. The bid cost of 3389.11 is low for an improved residential lot, and rule-based scoring flags it as a strong manual review candidate. However, strict development matching finds no clear nearby project or corridor overlap and the development signal is low, so any appreciation from public or private investment cannot be substantiated from the provided data.","ZIP code is unknown; owner name is unknown; no clear strict development overlap or documented surrounding value signal; crime risk and neighborhood quality are unknown; potential title, condition, and occupancy issues typical of tax auction properties are not addressed in the data.","ZIP code; detailed neighborhood context; property condition and occupancy status; structure details (size, age, configuration); clear owner information; any liens beyond tax delinquency; crime and school context; confirmation of utilities and access.","Manually confirm parcel location and ZIP, pull county assessor and GIS records for structure details and photos, check for additional liens or encumbrances, and perform a quick neighborhood and street-level review to assess condition, marketability, and rent/resale potential.",Medium
28025-93-11-08980,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 1942 S 74 AV E, Tulsa, is a residential improved parcel (R HS IMP) with a relatively low bid cost of 3392.99 and high extraction/data confidence. Address and property clarity are strong, and rule-based scoring categorizes it as a Strong Manual Review Candidate. However, there is no clear strict development overlap and development match quality is low, so no development-driven upside can be assumed.","Unknown ZIP code; no verified surrounding development or investment activity; development signal is low; potential neighborhood, condition, and marketability risks are not documented.","ZIP code; detailed neighborhood context; property condition; structure details (size, age, configuration); occupancy status; liens or other encumbrances; local crime and surrounding value data.","Manually confirm exact location and ZIP, pull county records for structure details and any liens, and review recent sales and rental data within the immediate area to validate whether the low bid cost aligns with local market values.",Medium
37650-02-12-04250,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 834 E 53 ST N in Tulsa is a residential improvement (R IMP) lot in SHARON HGTS ADDN with a relatively low bid cost of 3,394.99 and high extraction/data confidence. Address and property details are clear, and rule-based scoring marks it as a strong manual review candidate. However, there is no credible strict development match and the ZIP is unknown, so any development-driven appreciation cannot be assumed.",Unknown ZIP and broader location context; no verified nearby development or corridor investment; development signal explicitly low; surrounding value and crime risk are unknown; ownership details are unclear (owner name unknown).,Exact ZIP code; more precise neighborhood and market context; condition and occupancy status of the residential improvement; surrounding property values and rental/exit potential; crime and nuisance profile; any liens or title complications beyond tax status.,"Confirm the exact location and ZIP, then pull local sales and rent comps for SHARON HGTS ADDN and inspect the physical condition and occupancy status of the improvement to determine realistic exit value relative to the 3,394.99 bid cost.",High
40825-02-13-08480,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 4346 N HARTFORD AV E in Tulsa is a residential improvement (R IMP) lot in SUBURBAN ACRES SECOND with a relatively low bid cost of 3394.99 and high extraction/data confidence. Address and property clarity are strong, and rule-based scoring categorizes it as a strong manual review candidate. However, strict development matching finds no clear or reliable nearby project, so any development upside is unsubstantiated by the provided data.",ZIP code is unknown; no verified public or private development activity nearby; development match quality is low with no clear overlap; surrounding value and crime risk are unknown; owner information is incomplete (Owner Name: Unknown).,"Exact ZIP code; current physical condition of the improvement; occupancy status; surrounding property values and market demand; crime and neighborhood stability indicators; title issues, liens, or other encumbrances; detailed owner records.","Manually verify parcel details with county records (including ZIP and ownership), inspect or obtain recent imagery of the structure, and pull neighborhood sales/rent comps and crime data to determine whether the low bid cost compensates for the lack of documented development tailwinds.",High
18650-93-06-12970,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improved parcel (R HS IMP) in the City of Tulsa with a complete address and high extraction confidence. The bid cost of 3418.25 is flagged as a strong price signal in the rule-based system, and the overall rule-based score of 6.7 categorizes it as a strong manual review candidate. However, strict development matching found no clear overlap with any identified public or private projects, and the development signal is explicitly low, so any appreciation from area investment cannot be assumed from the data provided.",ZIP code is unknown; no confirmed surrounding value or crime risk data; no clear strict development overlap or documented investment activity; upside case relies mainly on low entry price rather than verified external catalysts.,Exact ZIP code; current physical condition of improvements; occupancy status; title issues or liens beyond tax status; detailed neighborhood crime and value trends; any unlisted public or private projects near 348 S ZUNIS AV E.,"Verify the property’s physical condition and occupancy on the ground or via recent imagery, confirm the correct ZIP and neighborhood context, and run a title and lien check to ensure no non-tax encumbrances that would materially change the risk-return profile at the 3418.25 bid level.",Medium
28475-03-33-14410,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1211 N VANDALIA AV E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3437.28 and high extraction/data confidence. Address quality and property clarity are strong, supporting basic underwriting and suggesting a tangible structure rather than vacant land. However, strict development matching finds no clear overlap with known projects, and the development signal is explicitly low, so any appreciation would likely depend on intrinsic property value and local market conditions rather than documented nearby investment. The unknown ZIP adds some locational uncertainty but does not negate the strong rule-based score for manual review.","No confirmed nearby development or corridor investment; ZIP code unknown, limiting precise neighborhood and comp analysis; development match quality is low with no clear match, reducing confidence in any external upside; potential condition, title, or occupancy issues are not addressed in the available data.","ZIP code and precise neighborhood context; property condition, age, and interior/exterior status; occupancy and tenancy details; any code violations or liens beyond the tax issue; recent sales or assessed value trends for this parcel and immediate surroundings.","Verify exact location and ZIP, then obtain current exterior and, if possible, interior condition reports, check for additional liens or code violations, and pull nearby sales and rent data to determine whether the low bid cost justifies acquisition absent any documented development tailwinds.",High
29675-03-07-09230,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1901 E 50 PL N in Tulsa is a residential improvement (R IMP) in the City of Tulsa with a relatively low bid cost of 3437.65 and a clear legal description (LT 25 BLK 22, NORTHRIDGE SECOND ADDN AMD). Rule-based scoring flags it as a strong manual review candidate, supported by complete address data and strong property clarity. However, strict development matching shows no clear overlap with known projects, so there is no validated development-driven appreciation signal. The combination of low entry cost and existing improvement justifies manual review, but not a positive investment classification at this stage.",Unknown ZIP code; no confirmed nearby public or private development activity; surrounding value and crime risk are unknown; ownership listed as Unknown may indicate potential title or notification complexities; development match quality is low and should not be treated as upside.,"Exact ZIP code; details on structure type, condition, and occupancy; surrounding property values and market rents; local crime and nuisance profile; any code violations or liens beyond tax delinquency; zoning specifics and any neighborhood plans or overlays.","Manually verify parcel details with county records (structure characteristics, year built, square footage, and any liens), confirm ZIP and neighborhood context, and review recent sales and rent levels in NORTHRIDGE SECOND ADDN and adjacent blocks to assess realistic exit value relative to the 3437.65 bid cost.",Medium
90330-03-30-22140,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 2049 E ZION ST N in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3,437.65 and high extraction confidence, making it a strong manual review candidate per rule-based scoring. Address quality and property clarity are strong, but there is no clear strict development match and the development signal is low, so any upside must be evaluated on basic property fundamentals rather than area-wide investment trends.",Unknown ZIP code; no verified nearby development or corridor investment; development match quality is low with no clear overlap; surrounding value and crime risk are both unknown; owner information is limited.,"Exact ZIP code, neighborhood context, surrounding property values, condition of existing improvements, occupancy status, access and utilities details, and any local crime or nuisance indicators are not provided.","Manually confirm the precise location and ZIP, inspect or obtain recent imagery to assess structure condition and occupancy, and pull local sales/rent comps and code enforcement records to determine whether the low bid cost compensates for area and property risks.",Medium
90201-02-01-25920,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 502 E 61 ST N in Tulsa is a residential improvement (R IMP) property with a low bid cost of 3,446.32 against an indicated value figure of 307,100, suggesting potential value if the valuation is reliable. Address and parcel data are clear, and extraction confidence is high, which supports basic underwriting. However, strict development matching shows no clear match and low quality, so there is no verified external development catalyst. The rule-based system still scores it as a Strong Manual Review Candidate (6.7), mainly due to bid price and data quality, making it suitable for deeper manual analysis but not for automatic elevation based on development trends.","ZIP code is unknown, limiting precise location and comp analysis; no confirmed nearby public or private development activity to support appreciation assumptions; surrounding value and crime risk are both unknown; owner listed as Unknown may signal potential title or notification complexities; legal description indicates a 7.050-acre configuration with carve-outs (LESS N170 E140), which may create boundary or access complexity that needs survey and title review.","Exact ZIP code and more granular location context; confirmation of the 307,100 value figure and what it represents; details on existing improvements and condition for this R IMP classification; surrounding property values and market demand; crime and neighborhood risk indicators; title status, liens, and any encumbrances related to the legal description carve-out.","Obtain full county records for this parcel, including GIS map, aerials, and improvement details, then verify the indicated 307,100 figure against assessor data and confirm access, boundaries, and any easements or carve-outs implied by the legal description before considering a bid strategy.",Medium
44200-02-11-03600,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 4672 N BOSTON AV E (Parcel 44200-02-11-03600) is a residential improvement parcel with a clear legal description (LT 7 BLK 16, CITY OF TULSA, VALLEY VIEW ACRES) and high extraction confidence. The bid cost of 3450.32 is flagged as a strong pricing signal in the rule-based model, and overall rule-based scoring (6.7) categorizes it as a strong manual review candidate. However, there is no clear strict development match and surrounding value or crime risk are unknown, so upside from broader investment activity cannot be confirmed.","ZIP code is unknown; no clear strict development overlap or documented investment activity; surrounding value and crime risk are unknown; owner name is unknown, which may complicate title or notification history review.",Exact ZIP code; any verified nearby public or private development activity; current condition of the residential improvement; occupancy status; detailed neighborhood value metrics and crime data; title status and liens beyond tax delinquency.,"Manually confirm the precise location and ZIP, obtain recent imagery or on-the-ground condition check for the residential improvement, and pull title and lien reports to assess encumbrances and potential rehab or demolition costs.",Medium
08450-03-29-03260,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 2901 E WOODROW ST N in Tulsa is a residential improvement (R IMP) with a bid cost of 3456.98 and high extraction/data confidence. Rule-based scoring flags it as a strong manual review candidate, supported by complete address data and strong property clarity. However, there is no clear strict development overlap and development match quality is low, so no development-driven upside can be assumed. Overall characteristics justify manual review but not a good-investment classification at this stage.","ZIP code is unknown; no verified nearby public or private development activity; development match quality is low with no clear match; surrounding value and crime risk are unknown; owner name is unknown, which may complicate title or notification steps.","Exact ZIP code; detailed property characteristics (structure condition, year built, size, occupancy); neighborhood and surrounding value context; crime and school environment; any liens or encumbrances beyond tax status; zoning specifics and code enforcement history.","Manually confirm parcel location and ZIP, pull county assessor and GIS records for structure details and land size, and check for additional liens or code issues before considering a bid strategy.",Medium
19725-03-30-11590,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1729 E YOUNG PL N in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3471.65 and high extraction/data confidence. Address and property clarity are strong, and rule-based scoring flags it as a strong manual review candidate. However, there is no clear strict development overlap and no verified surrounding value or crime data, so any upside from area investment cannot be substantiated from the provided information.",Unknown ZIP code; no confirmed development or investment activity nearby; surrounding value and crime risk are unknown; owner details unclear; development match explicitly rated as no clear match with low quality.,Exact ZIP code; detailed neighborhood context; condition of the residential improvement; surrounding property values and market activity; crime and school data; any liens or additional encumbrances beyond the tax issue.,"Manually verify the precise location and ZIP, then obtain on-the-ground or third-party condition information for the structure and confirm local sales/rent comps and any municipal plans or zoning constraints for this block.",Medium
38575-03-28-12560,7.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 2443 N VANDALIA AV E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3,480.31 and high extraction/data confidence. Address quality and property clarity are strong, and the rule-based system scores it as a Strong Manual Review Candidate (6.7). However, strict development matching finds no clear project or area overlap, so development-driven appreciation cannot be assumed. Overall, the combination of low entry cost and clear improved-residential status justifies manual review even without confirmed development catalysts.",ZIP code is unknown; no verified public or private development activity nearby; development signal is low; surrounding value and crime risk are unknown; owner information is limited; potential neighborhood or property condition issues cannot be assessed from current data.,"Exact ZIP code; detailed neighborhood context; property condition and occupancy status; structure details (size, age, configuration); surrounding property values and market rents; crime and code-enforcement history; title status beyond tax auction; any liens or special assessments.","Confirm full address and ZIP, pull county assessor and GIS records for structure details and photos, verify title and any additional liens, and review neighborhood comparables and code-enforcement history to determine realistic resale or rental potential relative to the 3,480.31 bid cost.",Medium
07675-02-13-01610,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improvement (R IMP) at 421 E 40 ST N in Tulsa with a bid cost of 3505.64, clear legal description (LT 14 BLK 6, CHANDLER FRATES FOURTH ADDN), complete address, and high extraction confidence. Rule-based scoring marks it as a Strong Manual Review Candidate, mainly due to low entry price and strong property clarity. However, strict development matching shows no clear match and low quality, so no development-driven value uplift can be assumed.","ZIP code is unknown; no verified nearby public or private development activity; surrounding value and crime risk are unknown; owner information is unknown; potential neighborhood, condition, and title issues cannot be assessed from current data.",Exact ZIP code; neighborhood and market context; structure details and condition; occupancy status; title status and liens beyond tax; surrounding property values and crime risk; any local infrastructure or private development plans.,"Manually confirm parcel location and ZIP, pull county assessor and GIS records for structure details and valuation, check title and liens, and review neighborhood conditions and sales comps before bidding.",Medium
23000-03-27-08140,5.2,Strong Manual Review Candidate,True,Research First,False,nan,AI review failed validation; fallback rule-based review used.,ZIP unknown; development upside not clearly supported; no clear strict development overlap; address not fully verified,reasoning_summary not grounded enough,"Drive-by, title review, and strict location verification",Medium
44200-02-11-02340,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 110 W 49 PL N in Tulsa is an improved residential parcel (R IMP) in Valley View Acres with a clear legal description (LT 2 BLK 11) and high extraction confidence. The bid cost of 3520.98 is flagged as a strong positive signal in the rule-based analysis, and the overall rule-based score of 6.7 categorizes it as a strong manual review candidate. However, there is no verified development activity overlap and the ZIP code is unknown, limiting clarity on broader market and neighborhood context. These factors support elevating it for human review but not treating it as a confirmed strong investment.",Unknown ZIP code and neighborhood context; no clear supporting development or investment activity nearby; surrounding value and crime risk are both unknown; ownership listed as Unknown may signal potential title or notification complexities; lack of detailed property condition information despite being classified as improved residential.,"Exact ZIP code; detailed neighborhood and market context; property condition and occupancy status; structure details (size, age, configuration); confirmation of clear title and any liens beyond tax delinquency; utilities and access specifics; any local code enforcement or nuisance issues.","Confirm the precise location and ZIP, then pull county records for title status, structure details, and any liens or code violations; follow with a drive-by or on-the-ground inspection to assess physical condition and surrounding block quality before bidding.",Medium
27550-93-08-18710,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1239 S ATLANTA PL E in Tulsa is a residential improved property with a bid cost of 3527.85 and high extraction confidence, giving a clear, specific target for further review. Rule-based scoring flags it as a strong manual review candidate due to solid address and property clarity signals and a strong bid price signal. However, there is no confirmed nearby public or private development activity tied to this exact area, and the ZIP code is unknown, limiting assessment of surrounding value and growth potential.","Unknown ZIP code and surrounding value context; no clear strict development overlap or verified investment activity nearby; development signal is low; crime risk and neighborhood quality are unknown; owner information is not specified beyond 'Unknown', which may complicate title or redemption research.",Exact ZIP code; neighborhood and surrounding property value context; any recent sales or assessed value data; confirmation of structure condition for this residential improved property; crime and code enforcement history; title status and any additional liens beyond the tax obligation.,"Confirm the precise ZIP and map the parcel to evaluate neighborhood quality and comparable values, then obtain current county records for structure details, assessed value, and any additional liens or code issues before considering a bid.",Medium
07600-02-24-00740,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 3353 N LANSING PL E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3530.98 and high extraction/data confidence. Address and parcel details are clear, and rule-based scoring flags it as a strong manual review candidate. However, strict development matching shows no clear overlap with any identified project or corridor, and development signal is Low, so any value-add or appreciation thesis cannot be supported from the provided data alone.","No ZIP code or surrounding value data; no confirmed development or investment activity nearby; development match quality is Low with No Clear Match; crime risk and neighborhood conditions are unknown; ownership details are unclear (Owner Name: Unknown), which may signal title or notification complexities.","ZIP code, neighborhood context, surrounding property values, condition of the existing improvement, occupancy status, title status and liens beyond tax, crime and code-enforcement history, and any independent confirmation of public or private investment activity near the Chandler Frates Second Addition.","Manually verify parcel location and neighborhood quality (including street-level conditions), confirm structure type and condition for the R IMP classification, pull full title and lien history, and check local planning, zoning, and capital improvement documents for any projects affecting the Chandler Frates Second Addition or the immediate area.",Medium
30125-03-28-10360,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 4117 E XYLER ST N in Tulsa is a residential improvement (R IMP) with a bid cost of 3536.03 against a noted 7,000 figure, suggesting a relatively low entry price for an improved residential asset. Address and property clarity are strong, and rule-based scoring (6.7) classifies it as a strong manual review candidate. However, strict development matching finds no clear nearby public or private investment activity, and ZIP is unknown, limiting location-specific valuation and risk assessment. Overall, the combination of low bid cost and clear residential improvement status justifies manual review, but without any verified development signal.",Unknown ZIP and limited locational context; no clear supporting development or investment activity; development signal explicitly low; surrounding value and crime risk are unknown; owner name listed as Unknown may indicate title or notification complexities.,Exact ZIP code and neighborhood context; current physical condition of the residential improvement; occupancy status; title status and any liens beyond tax delinquency; recent comparable sales or assessed values; local crime and rental/owner-occupancy patterns.,"Confirm precise location and ZIP, then pull county records for title status, structure details, and any additional liens, followed by a drive-by or third-party inspection to verify the condition and existence of the residential improvement.",Medium
44200-02-11-02050,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 106 W 50 ST N in Tulsa is an R IMP (residential improved) parcel with a relatively low bid cost of 3,538.05 and strong address/property clarity. Rule-based scoring classifies it as a Strong Manual Review Candidate with high data confidence. However, strict development matching finds no clear nearby public or private investment activity, so any development upside is unsubstantiated. Overall, the combination of low entry cost and improved residential status justifies manual review even without documented development catalysts.","ZIP code is unknown, limiting precise location and comp analysis; no clear strict development overlap or verified investment activity in the immediate area; surrounding value and crime risk are both unknown; owner name is unknown, which may signal title or notification complexities.","Exact ZIP code; detailed location context (neighborhood, block conditions, nearby land uses); structure details and condition for the residential improvement; surrounding property values and market demand; crime and nuisance indicators; title status and any additional liens or encumbrances beyond the tax lien.","Confirm exact location and ZIP, then pull county records for structure details, photos (if available), and any additional liens; follow with a quick market and block-level check to assess surrounding values and occupancy before deciding on bid strategy.",High
13200-02-26-00860,6.7,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1516 N MAIN ST W in Tulsa is a residential improved property (R HS IMP) with a bid cost of 3541.13, clear address, and simple legal description (LT 9 BLK 2, ENGLEWOOD ADDN), which supports basic clarity and a favorable rule-based score. However, strict development matching shows no clear match and low quality, so there is no documented nearby public or private investment to justify a higher priority beyond price-based interest. The rule-based system already flags it as a strong manual review candidate, mainly due to bid price and data clarity rather than proven development upside.",Unknown ZIP and surrounding value; no confirmed development or corridor investment nearby; crime risk and neighborhood stability are unknown; upside case relies on local market conditions that are not documented in the provided data.,Exact ZIP code; neighborhood and corridor context; recent sales or assessed value data; condition of improvements; local crime and rental/owner-occupancy patterns; any city or private projects not captured in the strict development matching.,"Obtain parcel-level valuation and neighborhood comps for ENGLEWOOD ADDN around N MAIN ST, confirm current structure condition and occupancy status, and check local planning or capital projects for this specific area before bidding.",Medium
01800-03-35-01450,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improved lot (R HS IMP) in the City of Tulsa with a complete address, clear legal description (LT 5 BLK 5, ANNAHLEE HGTS), and a relatively low bid cost of 3546.22, which supports potential value relative to entry price. Rule-based scoring labels it a Strong Manual Review Candidate with high data confidence and strong property clarity. However, there is no credible strict development match, surrounding value is unknown, and the ZIP is missing, limiting location-specific valuation and growth assessment. These factors justify manual review rather than an immediate quality classification.",ZIP code unknown; no confirmed development or investment activity in the immediate area; surrounding value signal unknown; owner name listed as Unknown may complicate title research; lack of crime and neighborhood quality data.,Exact ZIP code and more precise neighborhood context; surrounding property values and market comps; confirmation of structure type and condition for the R HS IMP classification; title status and any additional liens beyond the tax obligation; crime and livability indicators for ANNAHLEE HGTS and nearby blocks.,"Manually verify the exact location and ZIP for 7569 E OKLAHOMA PL N within ANNAHLEE HGTS, then pull recent sales and assessed values for nearby residential improved parcels on the same block and subdivision to compare against the 3546.22 bid level, followed by a title and lien check.",High
61475-91-11-02110,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 526 N WASHINGTON AV E in Sand Springs is a residential improved property with a bid cost of 3548.97 and high extraction confidence. Rule-based scoring classifies it as a strong manual review candidate, driven by complete address data and strong property clarity. However, strict development matching finds no clear overlap with known projects, so development-driven upside is not supported by the data provided.",Unknown ZIP code; no confirmed surrounding value or crime risk data; no clear development or revitalization projects identified nearby; owner name unknown; development signal explicitly low.,"ZIP code; detailed property characteristics (structure size, condition, year built, occupancy); surrounding sales or value data; neighborhood crime and school context; any liens or title complications beyond tax status.","Manually verify parcel details with county records (full legal description, ZIP, structure details, and title status), then assess neighborhood comparables and physical condition via on-site or street-level imagery before bidding.",High
29650-03-07-06110,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1354 E 51 ST N in Tulsa is a residential improved property (R HS IMP) in the CITY OF TULSA | NORTHRIDGE ADDN with a relatively low bid cost of 3567.99 and high extraction/data confidence. Rule-based scoring classifies it as a Strong Manual Review Candidate. However, strict development matching finds no clear project or corridor overlap and provides only a low-quality development signal, so it cannot be treated as a development play. The combination of low entry cost, clear address and legal description, and improved residential status justifies manual review, but without confirmed development catalysts.","ZIP code is unknown; no clear strict development overlap or documented investment activity; surrounding value and crime risk are unknown; development signal is low, limiting evidence for appreciation beyond typical residential dynamics.",Exact ZIP code; details on existing improvements and condition; surrounding property values and market context; crime and neighborhood risk indicators; any unlisted public or private projects near NORTHRIDGE ADDN or along E 51 ST N.,"Manually verify the parcel’s exact location and ZIP, then confirm the nature and condition of the residential improvements and check local sales/assessed values and neighborhood risk indicators to determine whether the low bid cost compensates for the lack of documented development upside.",High
40850-02-12-06950,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improved parcel (R IMP) at 524 E 49 PL N in Tulsa with a bid cost of 3578.85 and a clear legal description (LT 9 BLK 4, SUBURBAN ACRES THIRD ADDN). Rule-based scoring is strong (6.7) with high data confidence, strong property clarity, and complete address, indicating it is a solid candidate for further review. However, strict development matching finds no clear project or area overlap and low development signal, so any appreciation from nearby investment cannot be relied upon at this stage.","ZIP code is unknown; no confirmed public or private development activity nearby; development match quality is low with no clear overlap; owner name is unknown, which may complicate title or notification steps.","Exact ZIP code; detailed property characteristics (structure condition, year built, size, occupancy); surrounding market values and rent levels; title status and any additional liens; neighborhood crime and demand indicators.","Manually verify parcel details with county records (including ZIP, structure details, and any additional liens), then pull recent comparable sales and rent data for Suburban Acres Third Addition and inspect aerial/street imagery to assess property condition and neighborhood context.",High
53675-92-32-01900,6.5,Strong Manual Review Candidate,True,Research First,False,Weak match removed; previous match was based on generic location wording.,"The parcel at 5805 S 64 AV W (LOTS 12–16, BLK 5, NEW TANEHA, Tulsa County) has high data confidence, a complete address, and a relatively low bid cost of 3,580.08 against a noted value of 16,250, which drives a strong rule-based score and makes it a candidate for manual review. However, strict development matching shows no clear match and the earlier generic Tulsa overlap was discarded as an invalid weak match, so there is no substantiated development or public/private investment signal to elevate its priority beyond the rule-based score.","ZIP code is unknown; no validated development or investment activity nearby; development match was explicitly flagged as an invalid weak match; surrounding value and crime risk are unknown, limiting context for neighborhood quality and long-term upside.","ZIP code; detailed neighborhood and surrounding value data; crime and safety context; current use and condition of the R IMP improvement; confirmation of market value beyond the indicated 16,250 figure; ownership clarity beyond the generic 'Unknown' owner name.","Manually verify parcel location and neighborhood context using county GIS and local records, confirm current structures and condition on the R IMP property, and obtain recent comparable sales or assessed values in the immediate area to validate the value-to-bid spread before considering a bid.",High
38605-92-05-04540,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 5145 W 6 ST S in Tulsa is an improved residential parcel (R IMP) with a bid cost of 3582.97 and high extraction confidence. Rule-based scoring flags it as a Strong Manual Review Candidate, driven by a strong bid price signal, complete address, and strong property clarity. However, the ZIP and surrounding value context are unknown, and strict development matching shows no clear overlap with any identified project or corridor, so there is no validated development-driven upside. These factors support elevating it for human review but not for automatic classification as a good investment.",ZIP code and neighborhood value context are unknown; no clear strict development overlap or verified investment activity nearby; surrounding value signal is unknown; crime risk estimate is unknown; owner listed as Unknown may indicate potential title or notification complexities.,Exact ZIP code and neighborhood context; current market value or assessed value beyond the bid amount; condition of the residential improvements; occupancy status; title status and any additional liens; local crime and nuisance indicators; detailed surrounding property values and comparables.,"Confirm the precise location and ZIP, pull county assessor and recorder records for valuation and lien/title checks, and obtain at least a basic exterior condition and neighborhood drive-by or imagery review before bidding decisions.",High
24200-03-28-06670,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1588 N OSWEGO AV E (LOT 3 BLK 27, LOUISVILLE HGTS ADDN, City of Tulsa) is a residential improvement property with a bid cost of 3607.63 and strong property clarity. Rule-based scoring (6.7) and high data confidence classify it as a strong manual review candidate. However, strict development matching finds no clear overlap with known projects, so development-driven upside cannot be assumed.",ZIP code is unknown; no verified surrounding value or crime risk data; no clear strict development overlap or documented investment activity; owner name listed as unknown may indicate potential title or notification complexities.,Exact ZIP code; details on existing structure condition and occupancy; title status and liens beyond tax delinquency; neighborhood-level value trends and crime data; any unofficial or smaller-scale nearby development not captured in the strict matching.,"Confirm parcel location and ZIP, pull county assessor and recorder records for structure details and title status, and review recent sales and rental data within the immediate Louisville Heights addition and surrounding blocks to validate value relative to the 3607.63 bid cost.",High
28975-03-28-09640,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The property is a residential improved lot (R IMP) in the City of Tulsa, with a complete address and high extraction confidence. The bid cost of 3624.30 is relatively low for an improved residential parcel, and rule-based scoring flags it as a strong manual review candidate. However, there is no clear strict development overlap and the development match quality is low, so no additional value is assigned for area investment activity. Overall, the combination of low entry cost, clear parcel data, and improved status justifies manual review even without documented development catalysts.","ZIP code is unknown, limiting precise neighborhood and value context; no verified surrounding development or investment activity; development match is explicitly classified as No Clear Match with low quality; surrounding value and crime risk are unknown, increasing uncertainty about long-term hold or resale potential.","Exact ZIP code and neighborhood context; current property condition and occupancy; market value or recent comparable sales/rents; any code violations, liens beyond taxes, or title complications; local crime and school data; utility status and any structural issues.","Confirm the exact ZIP and neighborhood, then pull recent sales and rent comps for similar improved residential properties nearby; obtain a current condition report (drive-by or photos) and check for code violations, additional liens, or title issues to validate that the low bid cost reflects distress rather than structural or legal problems.",Medium
07675-02-13-01570,7.2,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 4021 N ELGIN AV E in Tulsa is a residential improvement (R IMP) with a relatively low bid cost of 3,624.97 and high extraction/data confidence. Address and legal description are clear (LT 11 BLK 6, CHANDLER FRATES FOURTH ADDN, CITY OF TULSA), supporting basic clarity and making it operationally easy to research further. Rule-based scoring already flags it as a strong manual review candidate. However, strict development matching finds no clear overlap with known projects, and development signal is low, so any value-add or appreciation potential from nearby investment is unsubstantiated at this stage.","Unknown ZIP code and surrounding value context; no confirmed development or corridor investment nearby; crime and neighborhood risk are unknown; owner name is listed as Unknown, which may signal title or record-keeping complexity; lack of explicit information on structure condition, occupancy, or code issues despite being classified as an improvement.","ZIP code and precise neighborhood context; any verified nearby public/private investment or corridor plans; property condition, occupancy status, and code enforcement history; title status and any additional liens beyond the tax obligation; current market value and comparable sales or rents for this specific area of Tulsa.","Manually pull county records and mapping for 4021 N ELGIN AV E (LT 11 BLK 6, CHANDLER FRATES FOURTH ADDN) to confirm ZIP, neighborhood, structure details, and any additional liens, then check local planning or economic development sources for any projects affecting this addition or immediate corridor before assigning a final investment rating.",Medium
