parcel_id,final_ai_review_score,final_investment_category,final_manual_review_flag,final_recommendation,final_development_opportunity_flag,final_development_opportunity_reason,final_reasoning_summary,final_key_risks,final_missing_information,final_next_due_diligence_step,final_confidence_level
28025-93-11-08980,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1942 S 74 AV E, Tulsa (R HS IMP) has a relatively low bid cost of 3392.99, high extraction/data confidence, complete address, and strong property clarity, which supports a solid rule-based score of 6.9 and classification as a Strong Manual Review Candidate. However, the development verification shows no clear match and low confidence, so no development premium is justified. The unknown ZIP and only medium geocode confidence add location uncertainty, keeping this from being categorized as a Good Investment at this stage.",Unknown ZIP and some location uncertainty; no verified nearby development or documented upside; surrounding value and crime risk are both unknown.,"Exact ZIP code; more precise location context (neighborhood, surrounding values); any verified nearby development or infrastructure projects; condition and occupancy status of the residential improvements.","Manually confirm the exact parcel location and ZIP via county GIS or assessor records, then check neighborhood comps and property condition to determine whether the low bid cost of 3392.99 aligns with local land and improved-residential values.",High
37650-02-12-04250,6.9,Mid Investment,True,Watch,False,nan,"Parcel 37650-02-12-04250 at 834 E 53 ST N in Tulsa has a low bid cost of 3394.99 and is classified as R IMP with strong property clarity and complete address, while extraction/data confidence is High. However, the development match status is No Clear Match with low development confidence, so no verified upside is assumed. These factors together support a Mid Investment category but a Strong Manual Review Candidate flag for further evaluation.","ZIP is unknown; no verified development upside (No Clear Match, low development confidence); only medium geocode confidence; surrounding value and crime risk are unknown.","Exact ZIP code; detailed property characteristics (structure size, condition, year built, utilities); surrounding market values and rental/sale comps; crime and neighborhood risk indicators; any liens or title complications beyond tax status.","Manually confirm the full address and ZIP in county records, pull the full assessor card for 834 E 53 ST N (parcel 37650-02-12-04250) to verify improvements and condition, and check nearby sales and rents to determine whether the 3394.99 bid cost offers sufficient margin without relying on development-driven appreciation.",High
40825-02-13-08480,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 40825-02-13-08480 at 4346 N HARTFORD AV E shows a low bid cost of 3394.99 and strong property/address clarity, with overall data confidence rated High and extraction confidence High. However, the development match status is No Clear Match with low confidence, so no development upside is verified, and the unknown ZIP adds location uncertainty. These factors support a Strong Manual Review Candidate classification rather than a clear investment decision.","ZIP is unknown, limiting precise location and comp analysis; development upside is not verified due to No Clear Match status; surrounding value and crime risk are both unknown.",Exact ZIP code; surrounding property value context; crime risk indicators; any confirmed nearby development or improvement projects; on-the-ground condition details for the improvement (R IMP).,"Confirm the exact ZIP and neighborhood context for 4346 N HARTFORD AV E, then pull local sales/value data and any known development or zoning changes before assessing whether the low bid cost of 3394.99 aligns with acceptable risk.",High
29675-03-07-09230,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 29675-03-07-09230 at 1901 E 50 PL N, Tulsa, OK has a bid cost of 3437.65, complete address quality, strong property clarity, and high overall data confidence. Rule-based scoring classifies it as a Strong Manual Review Candidate with a conservative score of 6.9. However, there is no clear matched development area and the verified development signal is low, so upside from nearby projects is not confirmed.",ZIP is unknown; no verified development match or confirmed surrounding value; crime risk and neighborhood value context are unknown.,Exact ZIP code; surrounding property value context; crime risk; detailed property condition; any confirmed nearby development or redevelopment plans.,"Manually confirm the precise ZIP and neighborhood context, then check local sales/assessed values and any city or planning documents for nearby projects before deciding on a bid level.",High
90201-02-01-25920,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 502 E 61 ST N, Tulsa (R IMP) has high data confidence, complete address, and strong property clarity, supporting the rule-based score of 6.9 and Strong Manual Review Candidate status. The bid cost of 3446.32 is flagged as a strong price signal, suggesting potential value if the improvements and location prove favorable. However, the development verification shows No Clear Match with low confidence, so no development premium should be assumed.","ZIP is unknown; development upside is not verified; surrounding value and crime risk are unknown, increasing uncertainty about neighborhood quality and resale/rental potential.",ZIP code; details on the existing improvements; surrounding property values; crime risk; any confirmed nearby development or infrastructure projects.,"Manually confirm the exact location and ZIP, then pull local sales/comparable data and any available county records on the improvements and neighborhood conditions before considering a bid.",High
08450-03-29-03260,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 08450-03-29-03260 at 2901 E WOODROW ST N in Tulsa has high extraction/data confidence, complete address quality, and strong property clarity, supporting the rule-based score of 6.9 and classification as a Strong Manual Review Candidate. The bid cost of 3456.98 appears attractive relative to the available signals, but there is no confirmed nearby development (Final Development Match Strength: No Clear Match, Verified Development Signal: Low), and the ZIP is unknown, so upside is uncertain and requires manual validation.",ZIP unknown; no verified development or distance-based upside; surrounding value and crime risk are unknown; development confidence is Low despite geocode success only for the property.,Exact ZIP code; surrounding property value context; crime risk; any confirmed nearby development projects or area improvements; on-the-ground condition of the improvement; zoning and permitted uses.,"Manually confirm the precise ZIP and neighborhood context for 2901 E WOODROW ST N, then check local sales/assessed values and zoning to gauge whether the 3456.98 bid aligns with typical land/improvement values and risk in this area, and separately investigate any local development or infrastructure plans not captured in the current development match.",High
07675-02-13-01610,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 07675-02-13-01610 at 421 E 40 ST N in Tulsa shows a bid cost of 3505.64, strong property clarity, and complete address data, with overall data/extraction confidence rated High. However, the development match status is No Clear Match with low development confidence, so no development upside is counted, leading to a conservative rule-based score of 6.9 and classification as a Strong Manual Review Candidate rather than a confirmed investment.","ZIP is unknown; no verified development match or quantified surrounding value; crime risk and surrounding value signals are unknown, increasing uncertainty about long-term upside.",Exact ZIP code; any verified nearby development or redevelopment plans; surrounding property value context; crime and neighborhood risk indicators; physical condition and occupancy status of the improvement.,"Manually confirm the precise ZIP and neighborhood context, pull local sales/assessed values for comparable R IMP parcels near 421 E 40 ST N, and check local planning or news sources for any nearby projects before deciding whether the 3505.64 bid level is justified.",High
44200-02-11-02340,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 44200-02-11-02340 at 110 W 49 PL N, Tulsa, shows a bid cost of 3520.98 with strong property clarity and complete address, and the rule-based score of 6.9 plus high extraction/data confidence justify manual review. However, the development match status is No Clear Match with low development confidence, so no verified development upside is counted.",ZIP is unknown; no clear or verified nearby development to support appreciation; geocode confidence only medium; surrounding value and crime risk are unknown.,Exact ZIP code; detailed neighborhood and surrounding value data; crime risk; physical condition of the improvement; any liens or title complications beyond the tax issue.,"Confirm exact ZIP and neighborhood characteristics, pull local sales and rent comps around 110 W 49 PL N, verify structure type and condition for this R IMP parcel, and check county records for additional liens or legal encumbrances beyond the tax auction.",High
30125-03-28-10360,6.9,Mid Investment,True,Watch,False,nan,"Parcel 30125-03-28-10360 at 4117 E XYLER ST N in Tulsa has high data confidence, complete address, and strong property clarity, with a relatively low bid cost of 3536.03. Rule-based scoring labels it a Strong Manual Review Candidate with a conservative score of 6.9. However, there is no clear matched development area and development confidence is low, so no verified upside is confirmed. These factors support a mid-tier investment classification that warrants manual review rather than an automatic buy.",ZIP is unknown; no verified development match or surrounding value signal; crime risk and surrounding value are unknown; development upside not verified.,Exact ZIP code; surrounding property value context; crime risk details; any confirmed nearby development projects; physical condition and use details beyond R IMP classification.,"Manually confirm the precise ZIP and neighborhood context for 4117 E XYLER ST N, then check local sales/assessed values and any municipal planning or development documents to assess value and risk before bidding.",High
44200-02-11-02050,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 44200-02-11-02050 at 106 W 50 ST N, Tulsa, has high data confidence, complete address quality, and strong property clarity, with a relatively low bid cost of 3538.05. Rule-based scoring classifies it as a Strong Manual Review Candidate. However, the development match is 'No Clear Match' with low confidence, so no development premium is justified. The main uncertainties are the unknown ZIP and lack of verified surrounding value or crime data.",Unknown ZIP code; no verified development proximity or upside; surrounding value and crime risk are unknown despite medium geocode confidence.,Exact ZIP code; detailed neighborhood and surrounding value context; crime risk data; property condition and any structures on-site; title issues or liens beyond tax status.,"Manually confirm the precise location and ZIP, then pull local comps and neighborhood data around 106 W 50 ST N in Tulsa, and check county records for property condition, structures, and any additional liens or encumbrances.",High
01800-03-35-01450,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The rule-based score of 6.9 and category Strong Manual Review Candidate reflect a low bid cost of 3546.22, complete address for 7569 E OKLAHOMA PL N, and strong property clarity, all supported by high overall data confidence. However, the development verification shows No Clear Match with low confidence, so development is not a positive factor. Geocode confidence is only medium and the ZIP is unknown, adding some location uncertainty but not enough to negate the relatively favorable pricing and clarity signals.",Unknown ZIP code; no verified development proximity or upside; only medium geocode confidence; surrounding value and crime risk are both unknown.,Exact ZIP code; detailed neighborhood and surrounding value context; crime risk indicators; any confirmed nearby development projects or area improvements.,"Manually confirm the precise location and ZIP for 7569 E OKLAHOMA PL N, Tulsa, then check local market comps and neighborhood conditions to validate whether the low bid cost aligns with typical values and risk levels.",High
61475-91-11-02110,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 526 N WASHINGTON AV E in Sand Springs (Parcel 61475-91-11-02110) has a relatively low bid cost of 3548.97, clear residential-improvement property type (R HS IMP), complete address, strong property clarity, and high overall data confidence. These factors drive a solid rule-based score of 6.9 and justify manual review. However, the development verification shows No Clear Match with low confidence and no distance-based confirmation, so development potential cannot be counted as a positive factor.",ZIP is unknown; no verified nearby development or project-based upside; geocode confidence is only Medium; long-term value drivers and neighborhood context are not confirmed.,Exact ZIP code; detailed neighborhood and surrounding value context; crime risk; any confirmed nearby development projects; property condition and occupancy status.,"Manually confirm the precise location and ZIP, then investigate local market conditions and any nearby projects or infrastructure plans around 526 N WASHINGTON AV E in Sand Springs to validate whether the low bid cost aligns with acceptable risk and potential resale or rental value.",High
29650-03-07-06110,6.9,Mid Investment,True,Watch,False,nan,"Parcel 29650-03-07-06110 at 1354 E 51 ST N, Tulsa, is a residential improved property (R HS IMP) with a bid cost of 3567.99. Rule-based scoring is 6.9 with a Strong Manual Review Candidate category, supported by complete address quality, strong property clarity, and high overall data confidence. However, there is no clear matched development area and development confidence is low, so no verified external upside is present.",ZIP is unknown; no verified nearby development or external value catalyst; geocode confidence is only medium; surrounding value and crime risk are unknown.,"Exact ZIP code; detailed property characteristics (size, condition, year built); surrounding market values; crime and neighborhood risk; any liens or title complications beyond tax status.","Manually confirm the full address and ZIP, pull county records for property details and title status, and review neighborhood sales and rental data around 1354 E 51 ST N to validate whether the low bid cost aligns with local values and risk.",High
40850-02-12-06950,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 524 E 49 PL N, Tulsa (ID 40850-02-12-06950) has a bid cost of 3578.85, complete address data, strong property clarity, and high overall data confidence, which together produce a rule-based score of 6.9 and a Strong Manual Review Candidate category. However, the development verification shows No Clear Match with low confidence and no distance-based confirmation, so development is not a positive factor. The property merits deeper manual review based on pricing and clarity, not on any confirmed nearby project.",ZIP is unknown; no verified development or surrounding value signal; crime risk and surrounding value are unknown; development match is No Clear Match with low confidence.,Exact ZIP code; any verified nearby development or redevelopment plans; surrounding property value context; crime risk indicators; on-the-ground condition of the residential improvement.,"Manually confirm the precise ZIP and neighborhood context for 524 E 49 PL N, then check local sales/assessed values and physical condition indicators to validate whether the low bid cost of 3578.85 aligns with realistic resale or rental potential in the absence of confirmed development upside.",High
38605-92-05-04540,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 38605-92-05-04540 at 5145 W 6 ST S in Tulsa has a bid cost of 3582.97, complete address data, and strong property clarity, with high overall data confidence. Rule-based scoring classifies it as a Strong Manual Review Candidate with a 6.9 score. However, there is no clear matched development area and the verified development signal is low, so no development-driven upside is confirmed.","ZIP is unknown; no verified development match or distance-based upside; surrounding value and crime risk are unknown; owner name is unknown, which may complicate title or notification review.",Exact ZIP code; surrounding property value context; crime risk; any confirmed nearby development projects; detailed property condition and improvements; ownership/title status beyond the tax record.,"Confirm full mailing/ZIP details and pull county records for title and improvement details, then check local market comps and any independent evidence of nearby development or neighborhood trends before bidding.",High
24200-03-28-06670,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 24200-03-28-06670 at 1588 N OSWEGO AV E in Tulsa has a bid cost of 3607.63, high extraction/data confidence, complete address, and strong property clarity, which together yield a rule-based score of 6.9 and classification as a Strong Manual Review Candidate. However, development verification shows no clear match and low confidence, so no development premium is applied. Unknown ZIP and lack of surrounding value/crime data keep overall investment certainty below the threshold for a Good Investment rating.","ZIP is unknown; no verified development match or distance-based upside; surrounding value and crime risk are unknown; owner name is unknown, which may signal additional title or notification complexity.",Exact ZIP code; surrounding property value context; crime risk data; any confirmed nearby development projects; more detail on the specific residential improvement type and condition.,"Manually confirm the precise ZIP and neighborhood context for 1588 N OSWEGO AV E, then check local sales/rent comps and any city or county planning/development records to determine whether the area has independent value or unverified development activity that could justify the bid cost.",High
28975-03-28-09640,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 28975-03-28-09640 at 3756 E VIRGIN PL N in Tulsa shows a bid cost of 3624.30 and a strong rule-based score (6.9) driven by complete address quality and strong property clarity, with overall data/extraction confidence rated High. However, the development match status is 'No Clear Match' with low development confidence, so no verified development upside is included in the investment view.",ZIP is unknown; no clear or verified nearby development; surrounding value and crime risk are unknown; geocode confidence is only Medium.,Exact ZIP code; detailed property characteristics beyond R IMP classification; surrounding property value context; crime/safety indicators; any confirmed nearby development or infrastructure projects.,"Manually confirm the full mailing/ZIP information and basic property details (lot size, structure condition, occupancy) for 3756 E VIRGIN PL N, then check local sales/assessed values and any municipal planning or zoning records for unrecorded development activity in the immediate area.",High
07675-02-13-01570,6.9,Mid Investment,True,Watch,False,nan,"Rule-based score of 6.9 and category Strong Manual Review Candidate are driven by a strong bid price signal at 3624.97, complete address for 4021 N ELGIN AV E, Tulsa, and strong property clarity, combined with high overall data confidence. However, development verification shows No Clear Match with low confidence, and surrounding value and crime risk are unknown, so the property fits a Mid Investment profile that warrants deeper manual review rather than an automatic buy.",ZIP unknown; no verified development match; surrounding value signal unknown; crime risk estimate unknown.,Exact ZIP code; surrounding property value context; crime and neighborhood risk indicators; physical condition of improvements; title and lien status beyond tax auction; any local development or zoning changes not captured in the current data.,"Manually research the parcel at 4021 N ELGIN AV E, Tulsa (Parcel 07675-02-13-01570) to confirm ZIP, neighborhood quality, recent sales or assessed values nearby, and any local development or zoning activity, then verify property condition and title status to determine if the 3624.97 bid cost is justified.",High
22025-03-35-07520,6.9,Mid Investment,True,Watch,False,nan,"Parcel 22025-03-35-07520 at 1226 N 67 AV E, Tulsa, OK has a bid cost of 3629.63 and is tagged as R IMP with strong property clarity, complete address, and high overall data confidence. Rule-based scoring (6.9) labels it a Strong Manual Review Candidate, but development verification shows No Clear Match and low confidence, so there is no confirmed development-driven upside. These factors support a mid-tier investment classification that warrants deeper manual review rather than an automatic buy.",ZIP is unknown; no verified development match or distance-based upside; geocode confidence only medium; surrounding value and crime risk are unknown.,Exact ZIP code; surrounding property value context; crime risk; physical condition of improvements; title and lien status beyond tax auction; any local development or zoning changes not captured in the current data.,"Manually confirm the precise location and ZIP, then review local market comps and neighborhood conditions around 1226 N 67 AV E, Tulsa, OK, followed by a title and lien check specific to parcel 22025-03-35-07520.",High
34750-02-26-08560,6.9,Mid Investment,True,Watch,False,nan,"Parcel 34750-02-26-08560 at 15 W ZION ST N, Tulsa, shows strong property clarity and complete address with high overall data confidence and a relatively low bid cost of 3651.63, which together support a strong manual review signal (rule-based score 6.9). However, development verification shows no clear match and low confidence, and the ZIP is unknown, so upside from surrounding growth cannot be confirmed. These factors place the property in a mid investment category that warrants further manual due diligence rather than an automatic buy or reject.",ZIP unknown; no verified development match; surrounding value signal unknown; crime risk estimate unknown.,Exact ZIP code; confirmation of surrounding property values; local crime and neighborhood risk indicators; any nearby or planned development details; on-the-ground condition and occupancy status of the R HS IMP property.,"Manually confirm the precise location and ZIP for 15 W ZION ST N, then pull local sales/assessed values and neighborhood data to validate that the low bid cost of 3651.63 aligns with acceptable risk and potential resale or rental value in the absence of verified development upside.",High
30200-02-26-07150,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 1902 N DENVER AV W, Tulsa (Parcel ID 30200-02-26-07150) has high data confidence, complete address, and strong property clarity, with a relatively low bid cost of 3688.29. Rule-based scoring labels it a Strong Manual Review Candidate with a conservative score of 6.9. However, development verification shows No Clear Match and low confidence, so no development premium is justified.",Unknown ZIP code; no verified development linkage; surrounding value and crime risk are unknown.,Exact ZIP code; surrounding property value context; crime risk; any confirmed nearby development or redevelopment plans.,"Manually confirm the precise ZIP and neighborhood context for 1902 N DENVER AV W, then check local sales/rent comps and any municipal or planning documents for evidence of nearby development or revitalization.",High
21600-02-35-08590,6.9,Mid Investment,True,Watch,False,nan,"Parcel 21600-02-35-08590 at 1348 N MAIN ST W in Tulsa shows a bid cost of 3695.33 and is tagged as R HS IMP with high extraction/data confidence and complete address quality, supporting a Mid Investment, strong manual review profile. However, the development match status is No Clear Match with low confidence, so no development upside is counted, and the unknown ZIP plus only medium geocode confidence keep this from being a Good Investment category.","ZIP is unknown; no verified development or area-upside signal (No Clear Match, low development confidence); surrounding value and crime risk are unknown; only medium geocode confidence; potential title, condition, and neighborhood risks not yet evaluated.","Exact ZIP code; detailed neighborhood and surrounding value data; crime risk; property condition and occupancy; market value/ARV and rent comps; title status, liens, and any code violations; precise lot and structure details beyond LT 28 BLK 1 and R HS IMP.","Manually confirm exact location and ZIP, pull county records for structure details and any liens or code issues, obtain recent sales and rent comps near 1348 N MAIN ST W, and review neighborhood and crime data to determine whether the 3695.33 bid cost is supported by local market value.",High
35925-03-30-16670,6.9,Mid Investment,True,Watch,False,nan,"Parcel 35925-03-30-16670 at 1745 E WOODROW ST N shows a bid cost of 3700.96 and is classified as R IMP with strong property clarity and complete address, yielding a rule-based score of 6.9. Development match status is No Clear Match with low verified development signal, so no upside is attributed to nearby projects. Overall data and extraction confidence are High with Medium geocode confidence, supporting a Mid Investment classification that still requires manual review.",ZIP is unknown; no verified development upside; surrounding value and crime risk are unknown; geocode confidence only Medium.,"Exact ZIP code, detailed neighborhood and surrounding value data, crime risk details, and any confirmation of nearby or related development projects.","Manually confirm the precise location and ZIP, check local sales and rental comps around 1745 E WOODROW ST N, and verify any nearby development or zoning changes that could affect value.",High
63700-12-13-00540,6.9,Mid Investment,True,Watch,False,nan,"Rule-based score of 6.9 and category Strong Manual Review Candidate indicate this parcel merits deeper review. The bid cost of 3711.82 is relatively low for an R IMP property with strong property clarity and complete address at 118 S BRYAN ST E (parcel_id 63700-12-13-00540). Data confidence is High and geocode confidence is Medium, but development verification shows No Clear Match with low confidence, so development is not a positive factor. Overall, this supports a mid-level investment classification that warrants manual follow-up rather than an automatic buy.","Unknown ZIP; no verified development match or surrounding value signal; crime risk estimate unknown; owner name listed as Unknown, which may complicate title or research.",Exact ZIP code; surrounding value indicators; crime risk details; more precise location context within City Of Sperry; any confirmed nearby development or infrastructure projects.,"Manually confirm the exact ZIP and neighborhood context for 118 S BRYAN ST E, verify current improvements and occupancy status for this R IMP parcel, and check local sales/assessed values and any known nearby projects to validate whether the low bid cost of 3711.82 reflects opportunity or underlying risk.",High
44200-02-11-01080,6.9,Mid Investment,True,Watch,False,nan,"Parcel 44200-02-11-01080 at 103 W 49 PL N, Tulsa, has a bid cost of 3715.62 and is classified as R IMP with strong property clarity and complete address, while the development match status is No Clear Match with low confidence and overall data/extraction confidence is High, resulting in a solid manual review candidate but not a confirmed strong investment.","ZIP is unknown; no verified development upside (No Clear Match, low development confidence); surrounding value and crime risk are unknown; geocode confidence only Medium.",Exact ZIP code; surrounding property value context; crime risk; detailed condition of the residential improvement; any local development or zoning details not captured in the current data.,"Manually confirm the precise location and ZIP, then pull local sales/rent comps and crime data for the immediate area around 103 W 49 PL N to validate whether the 3715.62 bid cost is justified relative to neighborhood risk and potential returns.",Medium
98224-82-24-37060,6.9,Mid Investment,True,Watch,False,nan,"Parcel 98224-82-24-37060 at 919 W MAIN ST N in Jenks has a bid cost of 3727.80 and is classified as R HS IMP with strong property clarity and complete address, while the development match status is No Clear Match and the final data/extraction confidence is High. These factors yield a rule-based score of 6.9, supporting a Mid Investment classification that warrants manual review but not automatic purchase.","ZIP is unknown; no verified development upside (No Clear Match, low development signal); surrounding value and crime risk are unknown; geocode confidence is only Medium.",Exact ZIP code; detailed surrounding property values; crime and neighborhood risk indicators; condition of improvements; any liens or title complications beyond tax status.,"Manually confirm exact location and ZIP, pull recent comparable sales and assessed values around 919 W MAIN ST N in Jenks, and verify property condition and title status to determine whether the 3727.80 bid cost is supported by resale or hold value.",High
17925-92-04-03330,6.5,Mid Investment,True,Watch,False,nan,"Parcel 17925-92-04-03330 at 330 S 43 AV W in Tulsa is a residential improved (R HS IMP) lot with a bid cost of 3745.62 and a strong rule-based score of 6.5, making it a Strong Manual Review Candidate. However, the development match status is No Clear Match with low development confidence, geocoding failed, ZIP is unknown, and overall data confidence is only Medium, so this remains a Mid Investment prospect pending further verification.",Unknown ZIP; failed geocoding and low geocode confidence; no clear or verified development match; surrounding value and crime risk unknown; only medium overall data confidence.,Exact ZIP code; precise geolocation; surrounding property values; neighborhood crime/safety indicators; physical condition of improvements; any nearby development or zoning changes.,"Manually confirm the exact location and ZIP of 330 S 43 AV W via county GIS or assessor records, then pull recent comparable sales and rental data for the immediate area and verify property condition and occupancy status before bidding.",Medium
00775-02-25-00730,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 00775-02-25-00730 at 325 E YOUNG PL N, Tulsa, has high data confidence, complete address, and strong property clarity, with a relatively low bid cost of 3819.61. Rule-based scoring labels it a Strong Manual Review Candidate (6.9). However, development verification shows No Clear Match with low confidence, so no development premium is justified. The property merits manual review based on pricing and data quality, but not automatic elevation to a Good Investment category.","ZIP is unknown; no verified development match or surrounding value signal; crime risk and surrounding value are unknown, limiting upside assessment.",ZIP code; any confirmed nearby development or improvement projects; surrounding value indicators; crime risk context; more detailed property characteristics beyond R IMP classification.,"Manually confirm the exact ZIP and neighborhood context for 325 E YOUNG PL N, then check local comps and any known nearby projects to validate whether the low bid cost of 3819.61 reflects opportunity or hidden risk.",High
41950-02-24-12580,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The property at 3209 N GARRISON AV E, Tulsa (parcel 41950-02-24-12580) has a low bid cost of 3819.61, complete address data, strong property clarity, and high overall data confidence, which together yield a rule-based score of 6.9 and classification as a Strong Manual Review Candidate. However, development verification shows no clear match and low confidence, so no development premium is applied.","ZIP is unknown; no verified nearby development or project tie-in; surrounding value and crime risk are both unknown, limiting context for valuation and risk assessment.",ZIP code; surrounding value indicators; crime risk context; any verified development or project association; detailed property condition and occupancy status.,"Manually confirm the exact ZIP and neighborhood context for 3209 N GARRISON AV E, then pull local sales/valuation and condition data to assess whether the low bid cost aligns with typical values and risk in this area.",High
04925-03-35-02930,6.9,Mid Investment,True,Watch,False,nan,"The parcel 04925-03-35-02930 is a residential improvement (R IMP) at 7107 E NEWTON PL N, Tulsa, with complete address quality, strong property clarity, and high overall data confidence. The bid cost of 3836.94 is flagged as a strong price signal, supporting potential value relative to cost. Rule-based scoring labels it a Strong Manual Review Candidate with a conservative score of 6.9. However, development verification shows No Clear Match, low confidence, and no confirmed surrounding value or crime data, so there is no validated external upside. These factors place the property in a Mid Investment category that warrants manual review rather than an automatic buy.","ZIP is unknown, limiting precise location and comp analysis; no verified development or surrounding value signal; crime risk is unknown; owner name is unknown; development geocoding and distance are effectively unavailable, so proximity-based upside cannot be confirmed.",Exact ZIP code; detailed neighborhood and surrounding value data; crime risk metrics; property condition and occupancy status; title status and any liens beyond the tax issue; confirmation of utilities and zoning specifics.,"Manually confirm the exact location and ZIP for 7107 E NEWTON PL N, then pull local sales and rent comps, verify title and any additional liens, and obtain on-the-ground or photographic condition data to determine whether the low bid cost of 3836.94 compensates for location and condition risks.",High
45600-94-16-00400,6.5,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 45600-94-16-00400 at 2216 S 131 AV E in Tulsa has a low bid cost of 3844.67 and clear residential improvement (R IMP) classification with high extraction confidence and medium overall data confidence, but the development match status is No Clear Match and geocoding failed, so it is a Strong Manual Review Candidate rather than a confirmed good investment.",Unknown ZIP; failed geocoding and low geocode confidence; no verified development upside (No Clear Match); surrounding value and crime risk unknown.,Exact ZIP code; reliable geocode/parcel mapping; surrounding property values; neighborhood crime/safety context; physical condition of improvements; title and lien status beyond tax auction; any local zoning or code issues.,"Manually confirm the precise location and ZIP of 2216 S 131 AV E via county GIS or assessor records, then check nearby sales/assessed values and any code, zoning, or title issues to validate whether the low bid cost aligns with local market conditions.",Medium
44325-03-36-04550,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 44325-03-36-04550 at 9165 E NEWTON PL N in Tulsa has a bid cost of 3854.94, complete address quality, strong property clarity, and high overall data confidence, which together yield a rule-based score of 6.9 and classification as a Strong Manual Review Candidate. However, the development match is No Clear Match with low confidence, so there is no validated development upside, and the unknown ZIP adds some location uncertainty.","ZIP is unknown, limiting precise location and comp analysis; no verified nearby development or named project to support appreciation; crime and surrounding value signals are unknown; geocode confidence is only Medium.",Exact ZIP code; more precise neighborhood and surrounding value data; crime risk indicators; confirmation of current property condition and occupancy; verification of any nearby development or infrastructure projects.,"Manually confirm the exact ZIP and neighborhood for 9165 E NEWTON PL N, then pull local sales, rent, and condition data for comparable residential improved properties to validate whether the low bid cost aligns with acceptable risk and potential returns.",High
56625-92-20-01430,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"The parcel at 3190 S 57 AV W in Tulsa (Parcel ID 56625-92-20-01430) has a bid cost of 3901.60, complete address data, strong property clarity, and high overall data confidence, which together yield a rule-based score of 6.9 and classification as a Strong Manual Review Candidate. However, the development match is explicitly No Clear Match with low confidence, so no development premium should be assumed.",Unknown ZIP code; no verified development upside; only medium geocode confidence; surrounding value and crime risk are both unknown.,Exact ZIP code; detailed neighborhood and surrounding value context; crime risk; property condition and current use details beyond R IMP classification.,"Manually confirm the precise location and ZIP, then pull neighborhood sales/value data and any available condition or occupancy information to determine whether the low bid cost aligns with local market and risk profile.",High
29650-03-07-05860,6.9,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 29650-03-07-05860 at 1513 E 51 ST N, Tulsa shows a bid cost of 3904.27 and is tagged as R IMP with strong property clarity and complete address, yielding a rule-based score of 6.9. However, the development match status is No Clear Match with low development confidence, and the ZIP is unknown. Overall data and extraction confidence are high, so this is a Strong Manual Review Candidate but not a confirmed good investment.",ZIP unknown; no verified development match; development confidence low; surrounding value and crime risk unknown.,Exact ZIP code; surrounding property value context; crime risk; detailed property condition; any confirmed nearby development or redevelopment plans.,"Manually confirm the precise ZIP and neighborhood context for 1513 E 51 ST N, verify current property condition and occupancy, and research local sales/rent comps and any unofficial or emerging development activity before bidding.",High
00575-93-06-01170,7.0,Strong Manual Review Candidate,True,Research First,False,nan,"Parcel 00575-93-06-01170 at 511 S VICTOR AV E shows a low bid cost of 3910.27 and is tagged as R IMP with strong property clarity and complete address, while the development match status is 'No Clear Match' and overall data/extraction confidence is High, making it a solid candidate for deeper manual review but not a confirmed good investment.",ZIP is unknown; no verified development or area-based upside; physical condition and occupancy are unknown; surrounding value and crime risk are unknown despite high data confidence on the core record.,Exact ZIP code; detailed location context (neighborhood and comps); structure condition and size; current occupancy or liens beyond tax status; any confirmed nearby development or infrastructure projects.,"Manually confirm the precise location and ZIP in county records or GIS, pull property card and any building details, check recent nearby sales and rents, and verify any local development or zoning changes before bidding above the minimum.",High
