parcel_id,final_rule_based_score,final_rule_based_category,final_bid_price_signal,final_address_quality_signal,final_property_clarity_signal,final_verified_development_signal,final_surrounding_value_signal,final_crime_risk_estimate,final_data_confidence,final_manual_review_flag,final_rule_based_reasoning,final_key_risks,downgraded_from_previous_good
30200-02-26-07150,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3688.29, parcel_id 30200-02-26-07150, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
21600-02-35-08590,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3695.33, parcel_id 21600-02-35-08590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
35925-03-30-16670,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3700.96, parcel_id 35925-03-30-16670, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
63700-12-13-00540,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3711.82, parcel_id 63700-12-13-00540, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
44200-02-11-01080,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3715.62, parcel_id 44200-02-11-01080, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
98224-82-24-37060,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3727.80, parcel_id 98224-82-24-37060, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
17925-92-04-03330,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3745.62, parcel_id 17925-92-04-03330, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
00775-02-25-00730,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3819.61, parcel_id 00775-02-25-00730, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
41950-02-24-12580,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3819.61, parcel_id 41950-02-24-12580, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
04925-03-35-02930,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3836.94, parcel_id 04925-03-35-02930, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
45600-94-16-00400,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3844.67, parcel_id 45600-94-16-00400, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
44325-03-36-04550,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3854.94, parcel_id 44325-03-36-04550, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
56625-92-20-01430,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3901.60, parcel_id 56625-92-20-01430, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
29650-03-07-05860,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3904.27, parcel_id 29650-03-07-05860, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
00575-93-06-01170,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3910.27, parcel_id 00575-93-06-01170, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
20300-92-03-05280,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3958.93, parcel_id 20300-92-03-05280, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
49800-03-34-15300,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3978.26, parcel_id 49800-03-34-15300, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
23900-03-27-09360,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3982.26, parcel_id 23900-03-27-09360, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
40325-94-17-06900,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3988.93, parcel_id 40325-94-17-06900, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
02350-03-35-02480,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3996.66, parcel_id 02350-03-35-02480, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
16275-92-05-01670,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4022.90, parcel_id 16275-92-05-01670, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
34300-03-32-14720,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4028.93, parcel_id 34300-03-32-14720, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
49725-03-34-14590,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4040.26, parcel_id 49725-03-34-14590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
07725-02-13-02870,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4067.59, parcel_id 07725-02-13-02870, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
63125-91-11-15420,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4068.06, parcel_id 63125-91-11-15420, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
99203-92-03-14350,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4081.97, parcel_id 99203-92-03-14350, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
23125-02-25-14790,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4116.25, parcel_id 23125-02-25-14790, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
37800-93-02-09080,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4146.25, parcel_id 37800-93-02-09080, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
15125-03-33-05670,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4159.58, parcel_id 15125-03-33-05670, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
26825-93-01-08300,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4163.58, parcel_id 26825-93-01-08300, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
26825-93-01-07370,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4166.25, parcel_id 26825-93-01-07370, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
43925-03-35-15210,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4227.57, parcel_id 43925-03-35-15210, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
29350-03-07-02400,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4235.57, parcel_id 29350-03-07-02400, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
44250-02-12-14150,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4235.57, parcel_id 44250-02-12-14150, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
35900-03-30-15790,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4236.24, parcel_id 35900-03-30-15790, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
44200-02-11-01560,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4239.57, parcel_id 44200-02-11-01560, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
40825-02-13-09510,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4244.24, parcel_id 40825-02-13-09510, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
23900-03-27-09230,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4269.57, parcel_id 23900-03-27-09230, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
30200-02-26-07080,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4269.57, parcel_id 30200-02-26-07080, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
25650-03-34-12590,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4278.23, parcel_id 25650-03-34-12590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
37050-03-35-12510,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4306.72, parcel_id 37050-03-35-12510, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
34300-03-32-15710,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4307.27, parcel_id 34300-03-32-15710, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
41675-03-35-13900,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4326.35, parcel_id 41675-03-35-13900, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
37800-93-02-09760,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4333.70, parcel_id 37800-93-02-09760, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
02400-03-32-00700,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4376.22, parcel_id 02400-03-32-00700, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
12875-94-08-06230,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4378.60, parcel_id 12875-94-08-06230, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
79600-84-11-12350,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4382.22, parcel_id 79600-84-11-12350, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
37800-93-02-09990,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4406.22, parcel_id 37800-93-02-09990, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
25225-03-35-09460,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4414.22, parcel_id 25225-03-35-09460, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
41650-03-35-13120,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4414.22, parcel_id 41650-03-35-13120, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
42675-93-02-14170,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4426.92, parcel_id 42675-93-02-14170, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
11225-02-24-03490,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4481.55, parcel_id 11225-02-24-03490, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
34600-93-25-02050,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4491.48, parcel_id 34600-93-25-02050, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
22100-92-28-02330,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4589.54, parcel_id 22100-92-28-02330, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
12060-94-08-20510,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 5185.69, parcel_id 12060-94-08-20510, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
16250-92-05-01100,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3012.36, parcel_id 16250-92-05-01100, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
41025-02-01-01230,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3021.69, parcel_id 41025-02-01-01230, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
44200-02-11-05670,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3081.02, parcel_id 44200-02-11-05670, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
05450-02-25-27030,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3089.69, parcel_id 05450-02-25-27030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
40825-02-13-08350,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3109.68, parcel_id 40825-02-13-08350, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
44200-02-11-03560,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3117.68, parcel_id 44200-02-11-03560, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
41025-02-01-04490,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3123.68, parcel_id 41025-02-01-04490, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
44200-02-11-01470,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3160.35, parcel_id 44200-02-11-01470, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
29775-02-26-05550,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3174.97, parcel_id 29775-02-26-05550, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
37375-03-32-16320,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3183.01, parcel_id 37375-03-32-16320, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
52550-92-33-05285,6.5,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 3222.34, parcel_id 52550-92-33-05285, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.5.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
17675-02-24-08030,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3311.00, parcel_id 17675-02-24-08030, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
25375-03-29-05240,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3313.80, parcel_id 25375-03-29-05240, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
18650-93-06-12970,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3418.25, parcel_id 18650-93-06-12970, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
28475-03-33-14410,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3437.28, parcel_id 28475-03-33-14410, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
90330-03-30-22140,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3437.65, parcel_id 90330-03-30-22140, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
44200-02-11-03600,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3450.32, parcel_id 44200-02-11-03600, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
19725-03-30-11590,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3471.65, parcel_id 19725-03-30-11590, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
27550-93-08-18710,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3527.85, parcel_id 27550-93-08-18710, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
07600-02-24-00740,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3530.98, parcel_id 07600-02-24-00740, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
13200-02-26-00860,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3541.13, parcel_id 13200-02-26-00860, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
25525-03-29-06940,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3645.63, parcel_id 25525-03-29-06940, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
49600-03-17-06000,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3766.83, parcel_id 49600-03-17-06000, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
59900-24-20-00058,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3771.34, parcel_id 59900-24-20-00058, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
09175-93-05-05710,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3780.86, parcel_id 09175-93-05-05710, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
90326-03-26-20930,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3812.95, parcel_id 90326-03-26-20930, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
36075-03-08-00420,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3840.44, parcel_id 36075-03-08-00420, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
13775-02-12-01490,6.9,Strong Manual Review Candidate,Strong,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 3989.60, parcel_id 13775-02-12-01490, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.9.",ZIP unknown; development upside not verified,False
17675-02-24-07550,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4023.59, parcel_id 17675-02-24-07550, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
36525-94-02-01380,6.1,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,Medium,True,"Bid cost 4189.58, parcel_id 36525-94-02-01380, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Low, and final data confidence Medium produced a conservative score of 6.1.",ZIP unknown; development upside not verified; geocoding support weak or unavailable,False
20300-92-03-05240,6.5,Strong Manual Review Candidate,Moderate,Complete,Strong,Low,Unknown,Unknown,High,True,"Bid cost 4192.50, parcel_id 20300-92-03-05240, address quality Complete, property clarity Strong, corrected development match No Clear Match, geocode confidence Medium, and final data confidence High produced a conservative score of 6.5.",ZIP unknown; development upside not verified,False
